月份,日,商品名称,类别,单价,销量,销售额
2024-08,25,零食10号,零食,34.71,5,179.99
2024-08,25,日用品3号,日用品,20.72,1,22.78
2024-08,25,饮料5号,饮料,14.32,5,66.98
2024-08,26,日用品6号,日用品,45.43,1,42.76
2024-08,26,速食7号,速食,58.91,3,188.1
2024-08,26,零食9号,零食,52.4,4,189.99
2024-08,26,速食3号,速食,19.7,1,17.95
2024-08,26,饮料2号,饮料,29.35,1,31.89
2024-08,26,饮料13号,饮料,25.77,3,77.09
2024-08,26,乳制品12号,乳制品,28.99,2,56.82
2024-08,26,乳制品9号,乳制品,52.36,2,101.99
2024-08,26,个护9号,个护,7.36,3,23.39
2024-08,26,调味品3号,调味品,25.48,3,81.63
2024-08,26,个护2号,个护,15.48,4,58.66
2024-08,26,调味品11号,调味品,58.26,2,113.46
2024-08,26,日用品7号,日用品,10.83,3,29.88
2024-08,26,零食9号,零食,52.4,5,273.79
2024-08,26,零食9号,零食,52.4,3,166.9
2024-08,26,个护7号,个护,47.78,5,230.77
2024-08,26,个护10号,个护,27.95,1,27.17
2024-08,26,零食8号,零食,44.44,1,47.32
2024-08,26,日用品10号,日用品,38.95,5,193.11
2024-08,26,日用品1号,日用品,40.93,4,155.95
2024-08,26,乳制品12号,乳制品,28.99,2,62.89
2024-08,26,饮料5号,饮料,14.32,5,70.35
2024-08,26,乳制品1号,乳制品,46.73,2,94.93
2024-08,26,饮料11号,饮料,11.55,2,23.95
2024-08,26,零食3号,零食,5.65,2,10.32
2024-08,26,日用品11号,日用品,31.24,3,96.36
2024-08,26,速食12号,速食,53.72,2,103.75
2024-08,26,日用品5号,日用品,40.97,1,39.13
2024-08,26,速食9号,速食,19.8,2,41.0
2024-08,26,零食6号,零食,39.89,5,199.52
2024-08,26,文具4号,文具,8.17,5,39.81
2024-08,26,乳制品13号,乳制品,56.67,3,154.91
2024-08,26,速食3号,速食,19.7,1,19.19
2024-08,26,文具1号,文具,3.76,1,3.99
2024-08,26,个护2号,个护,15.48,2,28.91
2024-08,26,饮料12号,饮料,55.1,1,50.25
2024-08,26,文具6号,文具,27.32,4,120.1
2024-08,26,乳制品13号,乳制品,56.67,3,167.46
2024-08,26,调味品3号,调味品,25.48,3,71.66
2024-08,26,饮料1号,饮料,43.95,4,171.47
2024-08,27,个护11号,个护,59.31,2,120.09
2024-08,27,日用品9号,日用品,16.49,1,15.76
2024-08,27,调味品5号,调味品,28.94,4,115.42
2024-08,27,饮料10号,饮料,38.96,2,70.85
2024-08,27,乳制品5号,乳制品,27.79,4,100.89
2024-08,27,个护9号,个护,7.36,5,35.65
2024-08,27,日用品8号,日用品,19.55,3,55.31
2024-08,27,调味品3号,调味品,25.48,2,52.12
2024-08,27,速食13号,速食,7.67,3,20.78
2024-08,27,个护11号,个护,59.31,4,225.88
2024-08,27,日用品3号,日用品,20.72,4,85.77
2024-08,27,日用品3号,日用品,20.72,2,43.6
2024-08,27,调味品1号,调味品,20.54,2,37.25
2024-08,27,乳制品5号,乳制品,27.79,5,141.75
2024-08,27,饮料9号,饮料,32.66,3,97.23
2024-08,27,文具11号,文具,31.57,3,97.98
2024-08,27,个护4号,个护,33.06,2,71.69
2024-08,27,日用品3号,日用品,20.72,3,65.43
2024-08,27,日用品10号,日用品,38.95,5,211.45
2024-08,27,调味品1号,调味品,20.54,4,90.0
2024-08,27,速食12号,速食,53.72,2,115.15
2024-08,27,零食10号,零食,34.71,1,36.49
2024-08,27,饮料10号,饮料,38.96,1,42.28
2024-08,27,文具8号,文具,11.93,4,44.93
2024-08,27,速食8号,速食,36.57,5,185.27
2024-08,27,饮料3号,饮料,18.07,5,93.64
2024-08,27,饮料9号,饮料,32.66,4,135.95
2024-08,27,调味品5号,调味品,28.94,3,81.31
2024-08,27,零食4号,零食,27.36,3,86.45
2024-08,28,速食12号,速食,53.72,3,157.48
2024-08,28,调味品5号,调味品,28.94,5,136.72
2024-08,28,速食11号,速食,27.55,4,119.55
2024-08,28,调味品13号,调味品,20.73,1,21.07
2024-08,28,乳制品9号,乳制品,52.36,4,190.61
2024-08,28,零食7号,零食,40.22,2,83.72
2024-08,28,个护1号,个护,51.19,5,243.54
2024-08,28,零食2号,零食,58.96,5,324.2
2024-08,28,零食7号,零食,40.22,1,37.36
2024-08,28,零食6号,零食,39.89,3,131.51
2024-08,28,调味品3号,调味品,25.48,5,128.26
2024-08,28,日用品10号,日用品,38.95,5,199.25
2024-08,28,文具12号,文具,25.87,5,126.07
2024-08,28,速食2号,速食,16.52,5,84.6
2024-08,28,速食5号,速食,14.69,2,29.93
2024-08,28,个护11号,个护,59.31,5,308.13
2024-08,28,乳制品8号,乳制品,14.25,2,30.45
2024-08,28,饮料10号,饮料,38.96,2,75.96
2024-08,28,日用品13号,日用品,40.49,2,80.85
2024-08,28,零食2号,零食,58.96,2,111.05
2024-08,28,饮料6号,饮料,37.01,1,36.27
2024-08,28,调味品1号,调味品,20.54,1,20.84
2024-08,28,日用品4号,日用品,21.1,3,66.89
2024-08,28,个护2号,个护,15.48,5,71.48
2024-08,28,个护2号,个护,15.48,5,78.05
2024-08,28,调味品10号,调味品,36.69,2,80.36
2024-08,28,文具4号,文具,8.17,4,32.85
2024-08,28,饮料7号,饮料,42.03,2,90.67
2024-08,28,乳制品3号,乳制品,4.23,4,17.3
2024-08,28,乳制品6号,乳制品,55.96,5,277.0
2024-08,28,乳制品10号,乳制品,8.89,5,44.44
2024-08,28,个护5号,个护,6.78,2,12.7
2024-08,28,个护7号,个护,47.78,1,45.19
2024-08,28,个护4号,个护,33.06,3,105.59
2024-08,28,乳制品2号,乳制品,4.08,5,21.7
2024-08,28,日用品13号,日用品,40.49,4,172.67
2024-08,28,速食1号,速食,12.93,2,28.0
2024-08,28,文具4号,文具,8.17,2,14.97
2024-08,28,文具9号,文具,31.66,1,29.75
2024-08,28,乳制品12号,乳制品,28.99,4,108.53
2024-09,1,日用品7号,日用品,10.83,3,35.61
2024-09,1,文具9号,文具,31.66,3,103.96
2024-09,1,文具5号,文具,23.87,1,22.45
2024-09,1,日用品10号,日用品,38.95,2,85.42
2024-09,1,零食8号,零食,44.44,5,213.13
2024-09,1,零食13号,零食,30.71,1,31.55
2024-09,1,个护13号,个护,58.62,2,122.36
2024-09,1,饮料3号,饮料,18.07,4,71.54
2024-09,1,饮料4号,饮料,9.61,1,9.31
2024-09,1,日用品1号,日用品,40.93,5,198.65
2024-09,1,乳制品12号,乳制品,28.99,2,53.71
2024-09,1,个护8号,个护,20.58,3,57.29
2024-09,1,乳制品8号,乳制品,14.25,1,15.66
2024-09,1,日用品11号,日用品,31.24,4,134.7
2024-09,1,饮料1号,饮料,43.95,2,80.84
2024-09,1,文具5号,文具,23.87,3,71.47
2024-09,1,速食11号,速食,27.55,1,27.98
2024-09,1,乳制品2号,乳制品,4.08,3,12.73
2024-09,1,调味品12号,调味品,15.25,4,55.11
2024-09,1,乳制品5号,乳制品,27.79,5,149.05
2024-09,1,个护11号,个护,59.31,5,305.81
2024-09,1,饮料9号,饮料,32.66,2,60.95
2024-09,1,日用品6号,日用品,45.43,5,223.24
2024-09,1,速食2号,速食,16.52,4,59.51
2024-09,1,饮料13号,饮料,25.77,5,139.82
2024-09,1,文具12号,文具,25.87,3,81.06
2024-09,1,调味品1号,调味品,20.54,5,95.41
2024-09,1,文具4号,文具,8.17,2,17.88
2024-09,1,零食4号,零食,27.36,1,26.73
2024-09,1,乳制品9号,乳制品,52.36,1,57.29
2024-09,1,零食9号,零食,52.4,1,57.21
2024-09,1,调味品4号,调味品,8.44,5,42.7
2024-09,1,乳制品5号,乳制品,27.79,3,77.18
2024-09,1,日用品13号,日用品,40.49,5,192.39
2024-09,1,日用品10号,日用品,38.95,5,178.46
2024-09,1,个护13号,个护,58.62,1,52.89
2024-09,1,乳制品10号,乳制品,8.89,4,36.01
2024-09,1,文具3号,文具,20.78,2,41.16
2024-09,1,乳制品7号,乳制品,8.41,1,7.8
2024-09,1,乳制品12号,乳制品,28.99,2,57.26
2024-09,1,速食7号,速食,58.91,2,115.3
2024-09,1,调味品13号,调味品,20.73,2,41.42
2024-09,1,乳制品8号,乳制品,14.25,4,61.22
2024-09,1,速食1号,速食,12.93,2,27.05
2024-09,1,速食6号,速食,49.22,2,90.33
2024-09,1,个护9号,个护,7.36,5,36.58
2024-09,1,调味品2号,调味品,32.7,2,69.27
2024-09,1,日用品7号,日用品,10.83,2,21.87
2024-09,1,日用品11号,日用品,31.24,4,124.54
2024-09,1,日用品1号,日用品,40.93,1,39.82
2024-09,1,文具1号,文具,3.76,2,6.86
2024-09,1,调味品9号,调味品,33.95,3,110.94
2024-09,1,文具11号,文具,31.57,4,124.12
2024-09,2,饮料10号,饮料,38.96,4,147.58
2024-09,2,调味品4号,调味品,8.44,4,34.5
2024-09,2,个护6号,个护,34.11,1,34.66
2024-09,2,文具7号,文具,11.7,2,25.59
2024-09,2,个护1号,个护,51.19,2,93.16
2024-09,2,日用品4号,日用品,21.1,2,43.38
2024-09,2,日用品13号,日用品,40.49,4,169.26
2024-09,2,个护1号,个护,51.19,2,100.74
2024-09,2,日用品13号,日用品,40.49,3,130.43
2024-09,2,调味品11号,调味品,58.26,4,238.89
2024-09,2,饮料10号,饮料,38.96,2,72.81
2024-09,2,零食12号,零食,23.18,3,72.66
2024-09,2,个护6号,个护,34.11,2,63.62
2024-09,2,个护10号,个护,27.95,5,133.89
2024-09,2,调味品7号,调味品,57.03,1,58.27
2024-09,2,乳制品4号,乳制品,41.35,3,127.18
2024-09,2,个护4号,个护,33.06,3,91.88
2024-09,2,文具11号,文具,31.57,1,31.64
2024-09,2,文具7号,文具,11.7,3,33.5
2024-09,2,乳制品4号,乳制品,41.35,4,154.0
2024-09,2,调味品9号,调味品,33.95,2,66.94
2024-09,2,速食1号,速食,12.93,1,11.8
2024-09,2,调味品12号,调味品,15.25,2,27.69
2024-09,2,速食9号,速食,19.8,3,60.89
2024-09,2,文具2号,文具,17.27,3,47.53
2024-09,2,速食5号,速食,14.69,5,72.76
2024-09,2,文具11号,文具,31.57,1,30.03
2024-09,2,乳制品11号,乳制品,3.86,5,19.02
2024-09,2,零食11号,零食,54.32,5,284.73
2024-09,2,文具11号,文具,31.57,1,29.66
2024-09,2,个护5号,个护,6.78,5,32.44
2024-09,2,个护8号,个护,20.58,2,41.9
2024-09,2,饮料6号,饮料,37.01,3,105.95
2024-09,2,日用品11号,日用品,31.24,3,96.35
2024-09,2,日用品5号,日用品,40.97,1,43.71
2024-09,2,速食6号,速食,49.22,4,188.91
2024-09,2,个护12号,个护,21.5,3,69.92
2024-09,2,饮料12号,饮料,55.1,5,276.41
2024-09,2,乳制品8号,乳制品,14.25,4,57.43
2024-09,2,乳制品7号,乳制品,8.41,5,43.82
2024-09,2,调味品10号,调味品,36.69,4,137.13
2024-09,2,日用品12号,日用品,51.99,5,264.39
2024-09,3,日用品4号,日用品,21.1,2,43.03
2024-09,3,零食4号,零食,27.36,4,107.68
2024-09,3,个护5号,个护,6.78,4,25.98
2024-09,3,乳制品10号,乳制品,8.89,3,25.36
2024-09,3,个护13号,个护,58.62,4,233.61
2024-09,3,日用品10号,日用品,38.95,3,111.86
2024-09,3,文具6号,文具,27.32,4,98.61
2024-09,3,零食10号,零食,34.71,2,69.16
2024-09,3,个护9号,个护,7.36,4,29.14
2024-09,3,乳制品3号,乳制品,4.23,4,16.58
2024-09,3,个护8号,个护,20.58,3,59.54
2024-09,3,速食2号,速食,16.52,3,47.72
2024-09,3,文具8号,文具,11.93,5,57.18
2024-09,3,饮料7号,饮料,42.03,2,79.42
2024-09,3,速食6号,速食,49.22,1,44.87
2024-09,3,速食4号,速食,3.3,1,3.2
2024-09,3,零食11号,零食,54.32,2,116.35
2024-09,3,速食11号,速食,27.55,4,112.64
2024-09,3,零食11号,零食,54.32,2,113.71
2024-09,3,饮料5号,饮料,14.32,4,60.92
2024-09,3,零食1号,零食,45.66,5,206.63
2024-09,3,日用品4号,日用品,21.1,3,64.09
2024-09,3,速食8号,速食,36.57,4,159.26
2024-09,3,文具6号,文具,27.32,1,26.37
2024-09,3,速食1号,速食,12.93,5,59.35
2024-09,3,日用品9号,日用品,16.49,5,75.55
2024-09,3,乳制品11号,乳制品,3.86,4,14.49
2024-09,3,日用品1号,日用品,40.93,3,122.94
2024-09,3,调味品3号,调味品,25.48,3,77.56
2024-09,3,文具3号,文具,20.78,3,62.8
2024-09,3,饮料5号,饮料,14.32,4,60.33
2024-09,3,调味品12号,调味品,15.25,3,44.47
2024-09,3,速食5号,速食,14.69,4,61.26
2024-09,3,饮料2号,饮料,29.35,4,118.93
2024-09,3,调味品4号,调味品,8.44,3,24.97
2024-09,3,饮料5号,饮料,14.32,4,62.8
2024-09,3,速食1号,速食,12.93,1,11.73
2024-09,3,个护12号,个护,21.5,4,82.42
2024-09,3,日用品13号,日用品,40.49,1,40.36
2024-09,3,乳制品4号,乳制品,41.35,1,44.42
2024-09,3,调味品1号,调味品,20.54,4,85.97
2024-09,3,零食8号,零食,44.44,3,129.23
2024-09,3,文具9号,文具,31.66,3,86.5
2024-09,3,调味品7号,调味品,57.03,1,61.73
2024-09,3,乳制品12号,乳制品,28.99,5,153.24
2024-09,3,速食8号,速食,36.57,2,74.54
2024-09,3,速食4号,速食,3.3,1,3.6
2024-09,3,速食3号,速食,19.7,1,19.7
2024-09,3,调味品12号,调味品,15.25,4,66.27
2024-09,3,零食12号,零食,23.18,1,22.26
2024-09,3,调味品2号,调味品,32.7,2,58.9
2024-09,4,个护4号,个护,33.06,4,137.38
2024-09,4,零食11号,零食,54.32,4,225.12
2024-09,4,个护7号,个护,47.78,3,137.05
2024-09,4,速食11号,速食,27.55,2,56.71
2024-09,4,饮料8号,饮料,15.34,3,45.2
2024-09,4,零食1号,零食,45.66,4,181.32
2024-09,4,速食12号,速食,53.72,3,159.27
2024-09,4,文具6号,文具,27.32,2,56.6
2024-09,4,文具11号,文具,31.57,4,115.76
2024-09,4,文具2号,文具,17.27,3,51.18
2024-09,4,饮料12号,饮料,55.1,5,280.16
2024-09,4,日用品5号,日用品,40.97,5,186.67
2024-09,4,速食6号,速食,49.22,4,184.6
2024-09,4,文具12号,文具,25.87,5,118.57
2024-09,4,速食10号,速食,13.45,4,57.94
2024-09,4,调味品12号,调味品,15.25,5,70.95
2024-09,4,零食2号,零食,58.96,4,226.26
2024-09,4,个护11号,个护,59.31,5,288.49
2024-09,4,文具11号,文具,31.57,5,148.73
2024-09,4,饮料4号,饮料,9.61,4,36.31
2024-09,4,零食6号,零食,39.89,2,81.08
2024-09,4,速食6号,速食,49.22,5,262.34
2024-09,4,速食2号,速食,16.52,3,48.51
2024-09,4,饮料7号,饮料,42.03,4,167.74
2024-09,4,速食6号,速食,49.22,2,103.84
2024-09,4,零食4号,零食,27.36,4,110.94
2024-09,4,日用品1号,日用品,40.93,1,40.77
2024-09,4,个护3号,个护,53.72,4,230.0
2024-09,4,个护4号,个护,33.06,2,60.87
2024-09,4,乳制品9号,乳制品,52.36,2,102.74
2024-09,4,日用品6号,日用品,45.43,2,93.61
2024-09,4,日用品2号,日用品,53.81,2,112.94
2024-09,4,日用品13号,日用品,40.49,1,42.68
2024-09,4,文具13号,文具,53.37,3,146.25
2024-09,4,日用品7号,日用品,10.83,5,54.22
2024-09,4,乳制品1号,乳制品,46.73,5,243.22
2024-09,4,日用品2号,日用品,53.81,1,59.16
2024-09,4,日用品8号,日用品,19.55,2,38.5
2024-09,4,速食4号,速食,3.3,2,7.18
2024-09,5,个护4号,个护,33.06,5,181.59
2024-09,5,日用品10号,日用品,38.95,2,74.06
2024-09,5,个护1号,个护,51.19,3,148.2
2024-09,5,个护2号,个护,15.48,2,28.5
2024-09,5,调味品6号,调味品,25.33,4,107.38
2024-09,5,文具2号,文具,17.27,4,62.99
2024-09,5,饮料10号,饮料,38.96,3,108.45
2024-09,5,零食7号,零食,40.22,1,44.11
2024-09,5,饮料7号,饮料,42.03,2,80.31
2024-09,5,乳制品4号,乳制品,41.35,3,121.0
2024-09,5,个护5号,个护,6.78,2,14.34
2024-09,5,乳制品4号,乳制品,41.35,4,162.03
2024-09,5,乳制品6号,乳制品,55.96,5,255.93
2024-09,5,个护1号,个护,51.19,4,203.6
2024-09,5,零食3号,零食,5.65,2,11.28
2024-09,5,速食7号,速食,58.91,4,231.29
2024-09,5,乳制品7号,乳制品,8.41,1,8.8
2024-09,5,调味品8号,调味品,27.89,1,25.85
2024-09,5,文具7号,文具,11.7,5,52.78
2024-09,5,饮料8号,饮料,15.34,4,64.53
2024-09,5,零食4号,零食,27.36,4,107.75
2024-09,5,文具8号,文具,11.93,4,49.52
2024-09,5,调味品1号,调味品,20.54,3,61.78
2024-09,5,零食3号,零食,5.65,2,10.38
2024-09,5,个护3号,个护,53.72,5,267.28
2024-09,5,个护1号,个护,51.19,4,208.92
2024-09,5,速食7号,速食,58.91,2,107.76
2024-09,5,速食9号,速食,19.8,4,73.52
2024-09,5,日用品4号,日用品,21.1,3,64.7
2024-09,5,乳制品6号,乳制品,55.96,3,182.64
2024-09,5,文具9号,文具,31.66,5,169.7
2024-09,5,调味品12号,调味品,15.25,1,15.17
2024-09,5,零食9号,零食,52.4,4,192.67
2024-09,5,文具12号,文具,25.87,5,126.95
2024-09,5,零食4号,零食,27.36,3,85.47
2024-09,5,饮料12号,饮料,55.1,2,105.71
2024-09,5,乳制品1号,乳制品,46.73,4,174.02
2024-09,5,速食2号,速食,16.52,3,47.53
2024-09,5,乳制品12号,乳制品,28.99,1,31.02
2024-09,5,速食8号,速食,36.57,4,133.21
2024-09,5,乳制品2号,乳制品,4.08,2,8.02
2024-09,5,乳制品2号,乳制品,4.08,5,18.72
2024-09,6,调味品11号,调味品,58.26,5,290.16
2024-09,6,文具2号,文具,17.27,5,82.73
2024-09,6,乳制品2号,乳制品,4.08,2,7.63
2024-09,6,日用品9号,日用品,16.49,1,15.92
2024-09,6,日用品8号,日用品,19.55,3,62.68
2024-09,6,速食10号,速食,13.45,1,14.03
2024-09,6,速食5号,速食,14.69,1,15.78
2024-09,6,零食11号,零食,54.32,5,290.49
2024-09,6,饮料5号,饮料,14.32,1,13.01
2024-09,6,调味品6号,调味品,25.33,5,132.26
2024-09,6,日用品3号,日用品,20.72,4,85.46
2024-09,6,零食1号,零食,45.66,2,90.64
2024-09,6,零食6号,零食,39.89,3,121.75
2024-09,6,饮料5号,饮料,14.32,2,27.47
2024-09,6,饮料9号,饮料,32.66,2,65.04
2024-09,6,文具2号,文具,17.27,3,47.7
2024-09,6,速食9号,速食,19.8,4,78.13
2024-09,6,零食11号,零食,54.32,3,152.39
2024-09,6,速食1号,速食,12.93,4,53.65
2024-09,6,调味品1号,调味品,20.54,2,45.02
2024-09,6,调味品2号,调味品,32.7,1,35.41
2024-09,6,日用品12号,日用品,51.99,3,165.82
2024-09,6,饮料2号,饮料,29.35,1,29.02
2024-09,6,乳制品13号,乳制品,56.67,3,165.54
2024-09,6,速食13号,速食,7.67,2,13.99
2024-09,6,乳制品9号,乳制品,52.36,5,285.63
2024-09,6,速食9号,速食,19.8,1,20.08
2024-09,6,日用品5号,日用品,40.97,5,191.72
2024-09,6,乳制品2号,乳制品,4.08,3,12.71
2024-09,6,乳制品7号,乳制品,8.41,5,46.25
2024-09,6,调味品6号,调味品,25.33,1,23.1
2024-09,6,日用品4号,日用品,21.1,3,65.35
2024-09,6,饮料2号,饮料,29.35,1,30.28
2024-09,6,饮料13号,饮料,25.77,2,46.75
2024-09,6,调味品7号,调味品,57.03,2,115.16
2024-09,6,文具5号,文具,23.87,2,50.07
2024-09,6,文具3号,文具,20.78,1,20.54
2024-09,6,文具9号,文具,31.66,5,146.41
2024-09,6,日用品2号,日用品,53.81,4,208.5
2024-09,6,调味品10号,调味品,36.69,3,114.56
2024-09,7,文具11号,文具,31.57,3,94.41
2024-09,7,文具6号,文具,27.32,3,80.2
2024-09,7,调味品1号,调味品,20.54,2,42.55
2024-09,7,饮料10号,饮料,38.96,2,71.85
2024-09,7,饮料5号,饮料,14.32,5,78.22
2024-09,7,调味品1号,调味品,20.54,3,55.79
2024-09,7,饮料13号,饮料,25.77,1,28.11
2024-09,7,乳制品4号,乳制品,41.35,1,42.96
2024-09,7,饮料6号,饮料,37.01,5,200.29
2024-09,7,文具5号,文具,23.87,3,64.54
2024-09,7,调味品6号,调味品,25.33,3,83.5
2024-09,7,乳制品11号,乳制品,3.86,4,16.48
2024-09,7,饮料6号,饮料,37.01,3,100.18
2024-09,7,调味品4号,调味品,8.44,3,24.51
2024-09,7,调味品3号,调味品,25.48,2,53.74
2024-09,7,调味品2号,调味品,32.7,5,151.21
2024-09,7,日用品12号,日用品,51.99,1,51.36
2024-09,7,调味品1号,调味品,20.54,5,98.67
2024-09,7,个护9号,个护,7.36,3,22.6
2024-09,7,零食11号,零食,54.32,2,117.4
2024-09,7,调味品2号,调味品,32.7,4,136.13
2024-09,7,乳制品2号,乳制品,4.08,2,8.59
2024-09,7,零食12号,零食,23.18,1,21.8
2024-09,7,个护10号,个护,27.95,3,83.45
2024-09,7,饮料10号,饮料,38.96,3,105.29
2024-09,7,调味品5号,调味品,28.94,3,86.32
2024-09,7,乳制品8号,乳制品,14.25,4,59.6
2024-09,7,日用品10号,日用品,38.95,4,159.12
2024-09,7,乳制品7号,乳制品,8.41,5,39.48
2024-09,7,个护6号,个护,34.11,4,124.73
2024-09,7,日用品9号,日用品,16.49,3,46.73
2024-09,7,零食2号,零食,58.96,4,219.61
2024-09,7,个护4号,个护,33.06,4,139.7
2024-09,7,速食6号,速食,49.22,5,236.66
2024-09,7,调味品6号,调味品,25.33,4,94.91
2024-09,7,调味品2号,调味品,32.7,1,31.34
2024-09,7,零食2号,零食,58.96,5,302.76
2024-09,7,个护7号,个护,47.78,4,187.24
2024-09,7,速食11号,速食,27.55,5,143.81
2024-09,7,速食4号,速食,3.3,2,6.72
2024-09,7,速食6号,速食,49.22,5,222.7
2024-09,7,饮料5号,饮料,14.32,4,56.24
2024-09,7,零食7号,零食,40.22,2,88.43
2024-09,7,文具6号,文具,27.32,2,51.84
2024-09,8,文具1号,文具,3.76,4,13.67
2024-09,8,速食8号,速食,36.57,5,199.85
2024-09,8,个护13号,个护,58.62,5,306.45
2024-09,8,零食7号,零食,40.22,4,171.52
2024-09,8,乳制品5号,乳制品,27.79,5,138.84
2024-09,8,零食9号,零食,52.4,4,217.29
2024-09,8,速食2号,速食,16.52,4,62.57
2024-09,8,日用品13号,日用品,40.49,5,189.44
2024-09,8,饮料2号,饮料,29.35,3,80.64
2024-09,8,乳制品10号,乳制品,8.89,2,17.43
2024-09,8,零食9号,零食,52.4,1,49.03
2024-09,8,日用品13号,日用品,40.49,2,81.89
2024-09,8,乳制品13号,乳制品,56.67,4,245.07
2024-09,8,速食5号,速食,14.69,5,79.58
2024-09,8,个护2号,个护,15.48,2,32.42
2024-09,8,文具6号,文具,27.32,5,142.75
2024-09,8,调味品8号,调味品,27.89,4,114.82
2024-09,8,饮料9号,饮料,32.66,3,89.67
2024-09,8,乳制品13号,乳制品,56.67,5,275.99
2024-09,8,调味品5号,调味品,28.94,4,106.36
2024-09,8,饮料3号,饮料,18.07,5,99.05
2024-09,8,日用品5号,日用品,40.97,3,117.02
2024-09,8,零食5号,零食,41.0,5,202.31
2024-09,8,日用品1号,日用品,40.93,1,44.05
2024-09,8,个护4号,个护,33.06,3,97.52
2024-09,8,速食6号,速食,49.22,4,212.5
2024-09,8,乳制品6号,乳制品,55.96,5,252.67
2024-09,8,零食9号,零食,52.4,1,52.62
2024-09,8,个护6号,个护,34.11,2,72.9
2024-09,9,乳制品10号,乳制品,8.89,4,37.49
2024-09,9,文具5号,文具,23.87,3,67.37
2024-09,9,零食4号,零食,27.36,4,103.0
2024-09,9,调味品4号,调味品,8.44,5,41.88
2024-09,9,文具1号,文具,3.76,3,11.4
2024-09,9,个护7号,个护,47.78,3,136.56
2024-09,9,饮料1号,饮料,43.95,4,175.53
2024-09,9,乳制品12号,乳制品,28.99,5,140.23
2024-09,9,乳制品11号,乳制品,3.86,3,12.3
2024-09,9,饮料6号,饮料,37.01,2,74.12
2024-09,9,日用品3号,日用品,20.72,2,45.26
2024-09,9,日用品8号,日用品,19.55,2,40.26
2024-09,9,日用品12号,日用品,51.99,2,112.77
2024-09,9,调味品6号,调味品,25.33,1,23.6
2024-09,9,饮料9号,饮料,32.66,4,137.29
2024-09,9,个护6号,个护,34.11,3,109.12
2024-09,9,个护9号,个护,7.36,3,19.87
2024-09,9,速食7号,速食,58.91,3,164.27
2024-09,9,调味品12号,调味品,15.25,5,73.31
2024-09,9,饮料7号,饮料,42.03,4,178.93
2024-09,9,个护9号,个护,7.36,2,13.6
2024-09,9,饮料9号,饮料,32.66,3,101.93
2024-09,9,个护12号,个护,21.5,2,45.31
2024-09,9,零食13号,零食,30.71,2,67.1
2024-09,9,速食1号,速食,12.93,1,12.76
2024-09,9,速食6号,速食,49.22,5,248.81
2024-09,9,饮料12号,饮料,55.1,1,59.59
2024-09,9,日用品10号,日用品,38.95,3,116.08
2024-09,9,乳制品7号,乳制品,8.41,4,36.84
2024-09,9,饮料12号,饮料,55.1,5,284.94
2024-09,9,饮料2号,饮料,29.35,2,55.26
2024-09,9,速食7号,速食,58.91,1,56.51
2024-09,9,速食11号,速食,27.55,5,133.07
2024-09,9,速食1号,速食,12.93,4,50.07
2024-09,9,调味品8号,调味品,27.89,4,113.91
2024-09,9,调味品11号,调味品,58.26,4,222.63
2024-09,9,个护8号,个护,20.58,5,112.03
2024-09,9,个护12号,个护,21.5,3,70.09
2024-09,9,调味品7号,调味品,57.03,5,283.36
2024-09,9,饮料9号,饮料,32.66,5,154.67
2024-09,9,乳制品9号,乳制品,52.36,2,104.08
2024-09,9,乳制品10号,乳制品,8.89,4,34.71
2024-09,9,速食1号,速食,12.93,1,12.13
2024-09,10,乳制品3号,乳制品,4.23,5,21.04
2024-09,10,速食5号,速食,14.69,5,76.99
2024-09,10,饮料13号,饮料,25.77,1,26.91
2024-09,10,乳制品8号,乳制品,14.25,5,74.75
2024-09,10,个护5号,个护,6.78,1,7.43
2024-09,10,日用品5号,日用品,40.97,2,75.19
2024-09,10,饮料2号,饮料,29.35,3,89.95
2024-09,10,个护9号,个护,7.36,4,31.34
2024-09,10,调味品6号,调味品,25.33,5,114.23
2024-09,10,饮料1号,饮料,43.95,1,40.7
2024-09,10,日用品13号,日用品,40.49,5,203.37
2024-09,10,速食10号,速食,13.45,4,53.26
2024-09,10,零食1号,零食,45.66,1,43.76
2024-09,10,乳制品1号,乳制品,46.73,1,43.78
2024-09,10,调味品3号,调味品,25.48,1,26.8
2024-09,10,文具13号,文具,53.37,2,106.87
2024-09,10,饮料7号,饮料,42.03,4,183.42
2024-09,10,个护9号,个护,7.36,1,7.18
2024-09,10,饮料8号,饮料,15.34,2,28.84
2024-09,10,饮料11号,饮料,11.55,5,58.89
2024-09,10,日用品3号,日用品,20.72,4,83.39
2024-09,10,调味品2号,调味品,32.7,4,136.0
2024-09,10,乳制品9号,乳制品,52.36,4,193.67
2024-09,10,个护7号,个护,47.78,2,87.64
2024-09,10,文具4号,文具,8.17,5,44.23
2024-09,10,饮料3号,饮料,18.07,3,55.16
2024-09,10,速食12号,速食,53.72,3,164.79
2024-09,10,零食7号,零食,40.22,2,86.28
2024-09,10,个护9号,个护,7.36,5,35.5
2024-09,10,乳制品12号,乳制品,28.99,3,87.74
2024-09,10,零食10号,零食,34.71,3,101.54
2024-09,10,日用品8号,日用品,19.55,1,19.92
2024-09,10,个护2号,个护,15.48,5,72.15
2024-09,10,乳制品5号,乳制品,27.79,4,117.31
2024-09,10,调味品8号,调味品,27.89,3,75.31
